,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
1276,Infant,96.0,71.0,23.0,94.5,41.3,22.4,26.400000000000002,9.5
1285,Infant,100.0,75.0,25.0,113.9,51.800000000000004,24.8,31.4,8.5
1275,Infant,96.0,74.0,25.0,108.7,48.8,20.2,33.0,10.5
1273,Infant,95.0,76.0,24.0,88.2,35.699999999999996,17.7,30.099999999999998,9.5
1272,Infant,95.0,71.0,20.0,100.69999999999999,50.7,18.2,28.000000000000004,9.5
1271,Infant,94.0,71.0,24.0,78.6,33.4,17.7,23.0,9.5
1270,Infant,94.0,71.0,36.0,96.0,41.099999999999994,21.0,30.099999999999998,9.5
1269,Infant,94.0,73.0,20.0,82.2,35.0,17.1,27.0,9.5
1268,Infant,93.0,68.0,22.0,69.2,28.499999999999996,14.6,22.6,12.5
1266,Infant,92.0,70.0,21.0,74.1,31.5,15.4,22.8,10.5
1096,Infant,95.0,70.0,20.0,90.9,43.3,22.2,23.0,8.5
1265,Infant,92.0,72.0,21.0,93.2,44.5,19.8,22.0,8.5
1274,Infant,95.0,72.0,22.0,98.4,42.2,22.0,30.0,9.5
1286,Infant,100.0,79.0,28.000000000000004,124.30000000000001,58.5,24.099999999999998,39.0,10.5
1287,Infant,101.0,81.0,26.0,120.30000000000001,60.3,22.0,36.0,9.5
1288,Infant,101.0,76.0,24.0,118.8,51.9,28.7,36.0,8.5
1309,Infant,109.00000000000001,86.0,30.0,145.70000000000002,60.4,26.3,50.9,11.5
3884,Infant,57.99999999999999,45.0,15.0,30.4,14.2,11.8,9.0,10.5
1307,Infant,109.00000000000001,87.0,27.0,154.29999999999998,74.4,29.600000000000005,45.4,9.5
1306,Infant,108.0,84.0,28.000000000000004,145.3,64.1,28.9,45.8,10.5
1090,Infant,90.0,66.0,20.0,82.2,38.9,20.0,19.6,7.5
1091,Infant,90.0,66.0,22.0,73.7,32.0,17.7,20.4,7.5
1092,Infant,92.0,70.0,23.0,83.1,36.0,19.6,23.5,8.5
1302,Infant,107.0,83.0,30.0,115.3,71.89999999999999,27.0,45.0,9.5
1301,Infant,107.0,80.0,27.0,120.5,57.9,24.2,30.8,10.5
1300,Infant,106.0,85.0,26.0,153.5,83.8,24.099999999999998,42.0,10.5
1299,Infant,106.0,83.0,22.0,114.9,50.5,24.7,37.8,10.5
1298,Infant,106.0,84.0,31.0,162.0,94.5,22.2,38.4,11.5
1297,Infant,106.0,83.0,26.0,138.8,78.10000000000001,22.2,33.4,10.5
1295,Infant,105.0,80.0,25.0,139.3,73.8,27.700000000000003,32.8,10.5
1294,Infant,104.0,79.0,25.0,132.6,60.099999999999994,26.200000000000003,38.1,10.5
3754,Infant,97.0,74.0,28.000000000000004,101.29999999999998,48.5,17.6,29.299999999999997,9.5
1293,Infant,104.0,80.0,26.0,116.5,46.6,27.3,36.0,11.5
1292,Infant,103.0,80.0,27.0,139.3,64.0,25.1,35.0,10.5
1291,Infant,103.0,84.0,27.0,142.2,67.4,28.800000000000004,41.0,14.5
1290,Infant,103.0,76.0,24.0,125.0,65.3,25.900000000000002,32.0,8.5
1289,Infant,101.0,79.0,21.0,110.2,49.6,20.6,34.2,9.5
1565,Infant,92.0,71.0,22.0,85.1,40.300000000000004,16.2,26.0,8.5
1566,Infant,93.0,74.0,24.0,87.3,37.6,16.3,29.4,10.5
3856,Infant,67.0,51.0,17.0,35.699999999999996,14.2,8.1,11.0,10.5
1568,Infant,94.0,71.0,25.0,99.8,42.0,19.7,31.0,9.5
916,Infant,77.0,53.0,16.0,50.2,24.8,7.400000000000001,14.000000000000002,7.5
1797,Infant,117.0,90.0,30.0,178.29999999999998,79.5,40.699999999999996,50.6,9.5
554,Infant,97.0,78.0,25.0,118.19999999999999,57.4,28.199999999999996,24.0,10.5
555,Infant,100.0,77.0,30.0,125.29999999999998,52.1,33.300000000000004,32.0,11.5
1794,Infant,114.99999999999999,90.0,26.0,162.9,80.6,34.300000000000004,42.6,11.5
556,Infant,105.0,81.0,30.0,159.0,61.5,41.0,51.0,15.5
917,Infant,82.0,62.0,18.0,67.8,31.0,13.900000000000002,18.0,8.5
918,Infant,82.0,61.0,18.0,70.7,31.4,14.899999999999999,20.0,8.5
559,Infant,104.0,80.0,28.999999999999996,132.0,53.400000000000006,21.099999999999998,44.0,14.5
915,Infant,75.0,56.00000000000001,18.0,43.0,16.8,12.0,11.0,7.5
1787,Infant,109.00000000000001,84.0,33.0,178.7,84.7,43.9,45.6,9.5
561,Infant,103.0,80.0,24.0,131.8,54.1,35.8,34.0,14.5
919,Infant,82.0,62.0,18.0,66.7,32.7,12.2,18.2,7.5
920,Infant,83.0,66.0,18.0,71.89999999999999,34.0,16.2,18.0,7.5
3521,Infant,43.0,30.0,11.0,8.2,3.0,1.8000000000000003,2.5,4.5
1777,Infant,97.0,69.0,32.0,173.8,61.7,37.0,63.800000000000004,10.5
3522,Infant,48.0,37.0,12.0,13.100000000000001,5.8999999999999995,0.1,4.0,5.5
1775,Infant,97.0,73.0,21.0,104.1,39.0,24.6,36.4,9.5
3523,Infant,52.0,41.0,14.000000000000002,19.4,8.3,3.8,6.1,5.5
1773,Infant,93.0,65.0,28.000000000000004,152.29999999999998,72.4,30.7,41.8,11.5
1786,Infant,107.0,77.0,36.0,216.7,99.1,45.9,60.8,9.5
1772,Infant,91.0,69.0,22.0,86.8,41.4,17.1,24.3,9.5
914,Infant,74.0,56.00000000000001,19.0,57.3,30.099999999999998,13.8,15.9,8.5
552,Infant,112.00000000000001,88.0,33.0,160.0,67.0,34.699999999999996,50.0,13.5
536,Infant,104.0,81.0,28.000000000000004,115.5,40.0,28.999999999999996,35.8,12.5
900,Infant,60.0,47.0,16.0,26.200000000000003,10.0,5.3,8.6,5.5
3953,Infant,93.0,71.0,24.0,116.10000000000001,51.0,18.3,36.8,9.5
3952,Infant,63.0,47.0,16.0,36.0,16.0,9.0,9.4,6.5
901,Infant,60.0,46.0,19.0,27.700000000000003,11.2,7.3,7.400000000000001,7.5
902,Infant,61.0,44.0,14.000000000000002,28.199999999999996,12.4,6.2,7.400000000000001,6.5
903,Infant,63.0,47.0,15.0,29.7,11.700000000000001,7.5,8.5,7.5
904,Infant,63.0,46.0,14.000000000000002,28.800000000000004,10.6,6.1,8.0,9.5
905,Infant,64.0,48.0,18.0,31.5,14.000000000000002,5.3,8.5,6.5
553,Infant,96.0,74.0,24.0,102.8,41.5,26.200000000000003,31.0,14.5
906,Infant,65.0,48.0,15.0,37.4,16.5,8.9,10.0,7.5
908,Infant,67.0,50.0,15.0,36.5,14.099999999999998,8.8,11.0,8.5
909,Infant,67.0,50.0,15.0,37.2,18.9,7.6,8.9,8.5
910,Infant,68.0,50.0,15.0,35.699999999999996,13.3,9.1,9.0,6.5
549,Infant,111.00000000000001,85.0,36.0,175.0,73.9,40.1,51.0,12.5
911,Infant,68.0,50.0,14.000000000000002,44.5,20.8,8.5,11.0,8.5
550,Infant,130.0,103.0,32.0,232.50000000000003,99.0,40.6,66.0,18.5
912,Infant,69.0,53.0,20.0,49.1,22.2,10.7,13.0,8.5
551,Infant,123.0,98.0,31.0,197.70000000000002,82.89999999999999,39.0,69.0,14.5
913,Infant,74.0,57.99999999999999,19.0,49.8,20.9,11.6,13.4,7.5
907,Infant,66.0,53.0,17.0,39.2,15.5,6.1,8.9,7.5
1824,Infant,37.0,27.0,8.0,5.4,2.1,1.0999999999999999,1.8000000000000003,6.5
1771,Infant,91.0,65.0,27.0,164.0,80.10000000000001,34.300000000000004,42.2,9.5
3524,Infant,64.0,48.0,17.0,26.200000000000003,12.3,5.3,7.6,7.5
3534,Infant,80.0,63.0,18.0,66.0,30.2,13.600000000000001,16.0,7.5
1567,Infant,93.0,69.0,22.0,78.6,36.5,14.7,24.0,9.5
928,Infant,87.0,68.0,23.0,78.5,36.5,15.6,22.900000000000002,7.5
929,Infant,88.0,69.0,26.0,89.9,41.8,16.7,26.8,7.5
930,Infant,88.0,65.0,18.0,70.0,29.600000000000005,13.4,21.0,8.5
576,Infant,112.00000000000001,85.0,28.000000000000004,183.5,80.10000000000001,39.5,52.0,11.5
3535,Infant,80.0,53.0,20.0,55.50000000000001,24.9,12.1,16.0,10.5
932,Infant,89.0,70.0,26.0,83.89999999999999,33.900000000000006,18.9,23.9,8.5
578,Infant,115.99999999999999,89.0,30.0,177.29999999999998,76.6,41.8,51.0,12.5
574,Infant,122.0,95.0,30.0,193.3,82.89999999999999,40.0,69.0,11.5
3536,Infant,85.0,65.0,22.0,81.0,33.900000000000006,18.4,21.3,9.5
933,Infant,90.0,72.0,26.0,95.6,38.2,25.4,27.399999999999995,8.5
581,Infant,110.00000000000001,85.0,30.0,161.2,75.2,34.2,49.0,15.5
3539,Infant,87.0,68.0,24.0,79.2,35.5,16.2,25.0,9.5
3540,Infant,89.0,71.0,19.0,72.3,28.299999999999997,15.7,24.0,9.5
3541,Infant,90.0,70.0,22.0,102.8,50.6,20.9,28.000000000000004,9.5
583,Infant,92.0,71.0,28.000000000000004,98.7,43.2,26.6,23.0,14.5
934,Infant,90.0,71.0,21.0,88.9,39.4,18.6,26.700000000000003,9.5
935,Infant,90.0,69.0,22.0,94.0,47.099999999999994,17.1,22.7,8.5
936,Infant,90.0,67.0,21.0,89.4,46.7,30.599999999999998,23.8,8.5
3537,Infant,86.0,65.0,21.0,61.8,23.8,16.0,19.6,7.5
1770,Infant,91.0,67.0,21.0,84.4,45.8,17.299999999999997,20.0,7.5
926,Infant,86.0,65.0,18.0,85.0,43.4,17.4,19.0,8.5
3532,Infant,76.0,56.99999999999999,18.0,46.1,20.1,7.8,15.5,8.5
1768,Infant,87.0,60.0,24.0,119.30000000000001,51.800000000000004,27.800000000000004,32.9,9.5
3525,Infant,66.0,46.0,17.0,33.900000000000006,15.8,5.2,10.100000000000001,7.5
921,Infant,84.0,64.0,23.0,75.2,33.8,18.4,20.0,6.5
566,Infant,97.0,71.0,26.0,116.19999999999999,49.0,26.400000000000002,33.6,13.5
922,Infant,84.0,63.0,20.0,68.7,31.4,15.9,18.0,7.5
1765,Infant,75.0,49.0,20.0,78.8,33.2,18.2,22.5,7.5
923,Infant,85.0,68.0,20.0,76.4,32.8,19.2,20.0,7.5
924,Infant,85.0,63.0,20.0,75.4,32.9,14.400000000000002,21.0,7.5
1764,Infant,55.00000000000001,35.0,18.0,46.300000000000004,19.2,11.4,14.099999999999998,6.5
3533,Infant,80.0,62.0,23.0,62.8,30.9,11.899999999999999,17.4,7.5
3526,Infant,67.0,52.0,17.0,38.4,19.4,6.0,10.8,7.5
925,Infant,86.0,65.0,20.0,72.89999999999999,31.5,16.5,21.0,8.5
3528,Infant,70.0,53.0,17.0,34.699999999999996,15.5,6.800000000000001,11.2,7.5
567,Infant,87.0,66.0,25.0,81.2,33.7,21.099999999999998,19.2,13.5
3945,Infant,47.0,35.0,13.0,12.3,4.1000000000000005,4.0,3.8,7.5
3529,Infant,72.0,53.0,15.0,35.699999999999996,15.7,7.000000000000001,10.8,7.5
570,Infant,90.0,70.0,28.000000000000004,94.8,42.0,21.8,25.5,17.5
571,Infant,90.0,69.0,27.0,88.6,39.5,17.5,23.5,15.5
3530,Infant,72.0,53.0,18.0,41.099999999999994,19.2,7.400000000000001,11.700000000000001,8.5
3531,Infant,73.0,55.00000000000001,18.0,46.9,21.6,10.2,12.5,8.5
3527,Infant,70.0,52.0,18.0,35.3,14.400000000000002,7.1,11.5,8.5
1825,Infant,48.0,36.0,11.0,11.1,4.7,2.6,3.6000000000000005,5.5
1826,Infant,62.0,43.0,15.0,25.5,11.3,5.5,7.200000000000001,8.5
1827,Infant,68.0,52.0,17.0,37.7,16.3,6.7,12.0,7.5
3814,Infant,76.0,55.00000000000001,19.0,48.5,21.2,9.700000000000001,42.0,7.5
3488,Infant,104.0,76.0,26.0,106.89999999999999,47.5,24.4,30.7,9.5
1893,Infant,112.99999999999999,92.0,31.0,174.3,75.1,43.0,50.0,11.5
1891,Infant,112.99999999999999,87.0,28.999999999999996,168.9,79.5,31.6,51.0,10.5
532,Infant,94.0,74.0,24.0,94.1,36.9,21.099999999999998,31.0,13.5
1887,Infant,112.00000000000001,89.0,33.0,166.4,69.1,35.8,55.8,10.5
3813,Infant,70.0,52.0,19.0,44.2,19.7,8.6,14.000000000000002,9.5
892,Infant,41.0,28.000000000000004,10.0,9.2,3.3000000000000003,2.4,2.7,7.5
893,Infant,48.0,35.0,11.0,14.099999999999998,5.0,2.8,4.2,6.5
3487,Infant,102.0,81.0,26.0,119.8,61.3,23.1,29.7,9.5
894,Infant,48.0,35.0,13.0,13.3,6.2,2.7,3.4000000000000004,4.5
895,Infant,51.0,38.0,10.0,16.6,5.8999999999999995,4.3,5.4,7.5
896,Infant,51.0,36.0,11.0,16.6,6.2,4.3,4.0,5.5
1881,Infant,110.00000000000001,90.0,26.0,160.8,67.5,28.1,46.0,7.5
1880,Infant,110.00000000000001,87.0,28.000000000000004,159.9,59.0,38.1,47.6,11.5
1879,Infant,109.00000000000001,86.0,28.000000000000004,137.4,52.300000000000004,28.1,50.0,10.5
1878,Infant,109.00000000000001,85.0,28.000000000000004,162.9,61.0,46.2,48.8,11.5
1877,Infant,108.0,78.0,25.0,125.1,50.5,31.6,38.0,9.5
1876,Infant,108.0,79.0,27.0,131.1,54.1,31.0,38.4,10.5
534,Infant,94.0,74.0,28.000000000000004,99.7,41.9,24.5,28.999999999999996,11.5
1885,Infant,111.00000000000001,90.0,35.0,147.6,60.8,35.099999999999994,44.0,10.5
1874,Infant,107.0,91.0,28.000000000000004,200.3,106.0,35.3,48.8,10.5
530,Infant,106.0,84.0,37.0,150.4,59.8,31.2,41.0,21.5
3485,Infant,97.0,74.0,23.0,127.4,76.0,26.700000000000003,25.6,8.5
3963,Infant,54.0,41.0,15.0,23.6,11.8,6.2,6.1,5.5
3472,Infant,33.0,24.0,10.0,4.2,1.5,0.8999999999999999,2.8,4.5
3473,Infant,42.0,30.0,11.0,9.1,4.0,1.3,2.6,5.5
522,Infant,73.0,52.0,23.0,43.6,18.7,8.9,14.000000000000002,10.5
1919,Infant,121.0,98.0,33.0,214.2,96.4,38.7,70.4,11.5
3474,Infant,71.0,53.0,17.0,48.699999999999996,24.4,10.5,12.0,7.5
3475,Infant,80.0,63.0,17.0,53.5,23.2,11.700000000000001,15.299999999999999,7.5
3476,Infant,80.0,57.99999999999999,20.0,51.6,20.8,11.8,16.3,8.5
3477,Infant,80.0,60.0,22.0,59.699999999999996,27.500000000000004,14.2,15.0,7.5
3815,Infant,92.0,68.0,20.0,77.2,36.1,17.5,19.3,9.5
1912,Infant,115.99999999999999,88.0,28.999999999999996,158.1,70.5,32.9,48.4,11.5
3955,Infant,98.0,77.0,24.0,118.19999999999999,54.2,22.5,35.5,10.5
3479,Infant,88.0,66.0,22.0,76.0,39.4,15.8,18.0,8.5
1906,Infant,114.99999999999999,90.0,27.0,164.9,67.5,42.3,47.8,12.5
1905,Infant,114.99999999999999,90.0,27.0,174.3,90.0,32.4,45.0,11.5
3480,Infant,90.0,68.0,21.0,87.7,42.0,18.5,24.0,9.5
3481,Infant,93.0,69.0,21.0,80.30000000000001,48.4,6.9,21.8,7.5
3482,Infant,94.0,71.0,28.999999999999996,89.7,31.2,20.4,24.6,8.5
3483,Infant,94.0,71.0,23.0,83.1,33.4,16.8,27.800000000000004,8.5
3484,Infant,95.0,84.0,32.0,141.9,70.0,30.099999999999998,36.9,9.5
3478,Infant,87.0,67.0,22.0,82.2,40.5,18.9,20.0,8.5
1873,Infant,106.0,81.0,24.0,126.4,54.300000000000004,29.600000000000005,37.5,10.5
1872,Infant,106.0,79.0,26.0,114.99999999999999,49.4,23.0,36.6,10.5
1871,Infant,106.0,86.0,32.0,144.9,64.2,25.5,48.0,10.5
1845,Infant,89.0,66.0,22.0,71.6,30.5,13.4,23.7,9.5
1844,Infant,87.0,69.0,24.0,64.3,26.0,11.2,23.7,8.5
1843,Infant,87.0,66.0,21.0,67.0,31.2,11.1,21.0,9.5
1842,Infant,87.0,66.0,22.0,76.0,30.3,18.9,22.0,8.5
1841,Infant,87.0,67.0,20.0,64.9,27.0,15.7,19.6,8.5
1840,Infant,86.0,68.0,20.0,68.10000000000001,27.900000000000002,13.3,24.0,9.5
1839,Infant,84.0,65.0,20.0,73.6,33.5,12.5,22.7,12.5
1838,Infant,83.0,62.0,19.0,62.2,22.5,12.5,23.0,9.5
1837,Infant,83.0,62.0,20.0,56.10000000000001,22.8,11.3,19.5,7.5
1846,Infant,93.0,74.0,22.0,89.0,32.7,19.2,33.2,8.5
1836,Infant,83.0,62.0,18.0,56.3,24.9,12.3,17.0,7.5
1835,Infant,82.0,67.0,21.0,66.10000000000001,28.1,12.8,21.0,8.5
899,Infant,59.0,46.0,16.0,32.5,13.0,10.0,7.7,6.5
1834,Infant,82.0,63.0,19.0,56.10000000000001,22.8,6.9,22.0,8.5
1833,Infant,81.0,60.0,18.0,53.79999999999999,20.6,13.4,22.0,7.5
1832,Infant,78.0,62.0,21.0,53.300000000000004,23.7,10.5,16.2,9.5
1831,Infant,73.0,54.0,15.0,44.3,19.0,8.9,14.000000000000002,7.5
1830,Infant,73.0,55.00000000000001,17.0,44.6,19.6,7.5,15.0,8.5
1829,Infant,73.0,54.0,17.0,39.4,16.3,6.5,13.0,7.5
1828,Infant,70.0,53.0,16.0,40.0,18.0,8.4,12.0,8.5
898,Infant,56.00000000000001,24.0,15.0,23.4,9.1,5.8,6.9,5.5
1847,Infant,94.0,75.0,24.0,97.4,39.2,19.8,27.0,9.5
1848,Infant,95.0,68.0,21.0,90.7,40.6,16.0,29.299999999999997,10.5
1849,Infant,97.0,77.0,26.0,113.6,50.1,35.6,30.8,8.5
1870,Infant,106.0,86.0,28.000000000000004,135.4,59.599999999999994,19.3,46.0,9.5
1869,Infant,105.0,80.0,28.999999999999996,121.9,49.6,31.8,35.0,10.5
1868,Infant,105.0,81.0,28.999999999999996,139.3,60.9,30.7,42.0,9.5
1867,Infant,105.0,83.0,24.0,119.19999999999999,56.10000000000001,24.0,33.900000000000006,10.5
1866,Infant,104.0,77.0,23.0,116.19999999999999,51.1,31.2,28.6,11.5
1865,Infant,104.0,76.0,23.0,132.9,65.7,34.0,28.499999999999996,8.5
1864,Infant,104.0,79.0,25.0,116.10000000000001,48.9,29.2,33.0,10.5
1863,Infant,104.0,83.0,28.000000000000004,127.49999999999999,61.6,26.700000000000003,33.6,10.5
1862,Infant,104.0,82.0,22.0,103.69999999999999,43.3,18.3,36.8,9.5
897,Infant,53.0,39.0,12.0,18.4,6.9,5.0,4.9,7.5
1860,Infant,103.0,84.0,30.0,134.5,51.1,26.700000000000003,47.0,11.5
1859,Infant,103.0,83.0,27.0,142.5,56.99999999999999,30.4,49.0,11.5
535,Infant,93.0,76.0,26.0,90.8,37.9,16.0,31.0,12.5
1857,Infant,101.0,80.0,28.999999999999996,140.9,66.8,28.499999999999996,41.4,9.5
1856,Infant,101.0,81.0,26.0,119.8,44.9,23.5,45.0,12.5
1855,Infant,100.0,76.0,22.0,112.1,56.00000000000001,21.2,30.0,10.5
1854,Infant,99.0,75.0,28.000000000000004,98.8,36.2,19.5,38.2,9.5
1853,Infant,99.0,76.0,28.999999999999996,100.0,41.0,29.600000000000005,30.099999999999998,9.5
1852,Infant,99.0,76.0,27.0,101.89999999999999,41.3,23.3,33.0,9.5
1851,Infant,97.0,74.0,23.0,91.4,37.7,19.3,30.0,10.5
1850,Infant,97.0,72.0,24.0,103.1,49.3,20.5,29.4,9.5
3542,Infant,91.0,87.0,22.0,85.3,39.0,18.0,24.099999999999998,9.5
3543,Infant,92.0,68.0,18.0,76.8,35.9,13.600000000000001,22.0,9.5
927,Infant,87.0,65.0,24.0,79.9,36.3,12.2,22.5,9.5
1678,Infant,124.0,97.0,36.0,230.80000000000004,98.7,51.2,63.0,13.5
1589,Infant,104.0,82.0,28.999999999999996,129.2,59.3,31.900000000000002,33.0,10.5
966,Infant,102.0,75.0,20.0,115.7,47.6,24.5,35.0,8.5
967,Infant,102.0,81.0,27.0,153.8,73.1,31.7,36.0,8.5
3934,Infant,47.0,35.0,16.0,12.9,4.3,3.5000000000000004,4.3,6.5
1658,Infant,120.0,96.0,34.0,183.5,76.0,44.5,57.99999999999999,9.5
3933,Infant,47.0,36.0,12.0,11.6,4.4,2.9000000000000004,3.6000000000000005,7.5
621,Infant,97.0,76.0,28.000000000000004,134.6,43.5,26.0,39.0,19.5
1588,Infant,103.0,78.0,25.0,114.1,47.6,25.3,37.0,9.5
1654,Infant,119.0,92.0,30.0,166.70000000000002,75.4,38.5,47.0,9.5
1590,Infant,104.0,78.0,26.0,110.9,47.099999999999994,21.9,37.9,8.5
839,Infant,97.0,71.0,21.0,99.6,43.5,19.2,30.5,10.5
1592,Infant,105.0,78.0,24.0,132.8,62.3,29.4,35.6,10.5
1650,Infant,118.0,92.0,28.999999999999996,180.29999999999998,83.8,35.699999999999996,52.0,12.5
1593,Infant,105.0,76.0,27.0,123.0,52.2,31.8,35.0,9.5
1649,Infant,118.0,90.0,28.999999999999996,204.4,85.6,53.6,53.0,11.5
1646,Infant,115.99999999999999,89.0,25.0,141.9,60.6,28.1,47.0,10.5
624,Infant,93.0,72.0,21.0,99.6,42.8,23.2,28.000000000000004,16.5
1594,Infant,105.0,80.0,28.000000000000004,130.8,61.0,32.0,33.8,8.5
964,Infant,101.0,71.0,25.0,120.19999999999999,50.0,24.099999999999998,37.0,9.5
614,Infant,90.0,70.0,28.999999999999996,105.0,41.699999999999996,20.0,33.1,16.5
638,Infant,88.0,69.0,24.0,97.4,39.300000000000004,21.6,32.0,15.5
1585,Infant,103.0,72.0,25.0,94.5,36.3,25.0,27.6,10.5
3804,Infant,71.0,54.0,20.0,45.1,22.0,8.4,12.8,8.5
604,Infant,103.0,78.0,28.000000000000004,111.1,40.0,22.7,44.7,13.5
1605,Infant,108.0,84.0,28.000000000000004,125.49999999999999,50.1,23.5,47.0,10.5
1586,Infant,103.0,70.0,21.0,94.89999999999999,42.6,24.6,25.5,11.5
3803,Infant,64.0,46.0,12.0,25.8,12.3,5.5,7.1,8.5
1664,Infant,121.0,94.0,28.999999999999996,160.5,75.8,45.300000000000004,44.0,10.5
605,Infant,85.0,69.0,25.0,85.0,32.0,15.9,30.8,14.5
607,Infant,97.0,74.0,26.0,91.6,36.2,22.6,27.200000000000003,11.5
1673,Infant,122.0,93.0,25.0,184.5,87.2,38.0,52.0,10.5
3802,Infant,61.0,46.0,15.0,29.099999999999998,11.899999999999999,6.1,10.0,7.5
1587,Infant,103.0,79.0,25.0,132.7,64.0,28.000000000000004,34.0,9.5
3801,Infant,41.0,31.0,9.0,9.9,4.7,2.2,2.8,4.5
962,Infant,101.0,78.0,30.0,137.0,72.4,26.200000000000003,31.2,9.5
613,Infant,99.0,74.0,25.0,95.5,37.0,14.099999999999998,33.8,19.5
958,Infant,100.0,77.0,24.0,112.00000000000001,56.699999999999996,20.6,27.0,9.5
1583,Infant,102.0,79.0,26.0,120.5,56.2,28.6,32.4,8.5
628,Infant,106.0,83.0,28.999999999999996,188.8,76.9,37.0,53.0,22.5
1596,Infant,106.0,84.0,24.0,119.30000000000001,51.1,28.199999999999996,35.4,8.5
1617,Infant,111.00000000000001,87.0,28.000000000000004,153.0,78.9,30.0,41.2,9.5
1616,Infant,111.00000000000001,79.0,26.0,111.7,44.4,24.9,34.0,10.5
1615,Infant,110.00000000000001,85.0,30.0,153.29999999999998,67.8,35.2,42.0,9.5
1614,Infant,110.00000000000001,83.0,28.999999999999996,156.29999999999998,74.6,32.0,44.3,9.5
1613,Infant,110.00000000000001,84.0,27.0,163.2,79.9,29.7,46.0,13.5
1612,Infant,110.00000000000001,85.0,30.0,127.8,53.79999999999999,26.900000000000002,43.4,10.5
3928,Infant,145.0,110.00000000000001,44.0,409.90000000000003,154.7,88.1,131.0,11.5
1618,Infant,111.00000000000001,92.0,28.999999999999996,180.1,76.9,31.6,55.300000000000004,12.5
1610,Infant,109.00000000000001,84.0,25.0,143.4,71.6,22.4,44.0,9.5
1609,Infant,109.00000000000001,75.0,24.0,108.59999999999998,47.5,23.1,34.5,9.5
1608,Infant,109.00000000000001,80.0,26.0,137.2,65.7,29.099999999999998,36.0,10.5
1607,Infant,108.0,85.0,27.0,137.2,69.5,30.9,42.6,9.5
1602,Infant,108.0,85.0,28.000000000000004,148.4,64.0,27.900000000000002,50.0,10.5
3838,Infant,67.0,50.0,19.0,37.0,15.9,9.9,11.0,9.5
1603,Infant,108.0,86.0,28.000000000000004,163.9,78.7,34.5,45.9,10.5
1606,Infant,108.0,85.0,26.0,144.1,59.099999999999994,33.8,45.0,11.5
1601,Infant,108.0,86.0,34.0,167.2,74.5,36.3,48.0,10.5
3586,Infant,126.0,93.0,30.0,206.3,85.3,48.0,65.0,12.5
1619,Infant,112.00000000000001,89.0,30.0,164.5,73.7,37.4,47.2,11.5
3837,Infant,34.0,21.0,7.000000000000001,6.800000000000001,2.4,1.7000000000000002,1.0,5.5
1597,Infant,106.0,86.0,27.0,125.1,49.0,29.099999999999998,42.699999999999996,11.5
1639,Infant,114.99999999999999,90.0,27.0,161.4,72.3,35.2,50.8,11.5
1638,Infant,114.99999999999999,89.0,34.0,160.3,69.5,29.299999999999997,50.0,10.5
630,Infant,95.0,73.0,23.0,98.0,44.6,24.7,26.700000000000003,10.5
1598,Infant,106.0,80.0,28.999999999999996,111.00000000000001,38.7,26.1,39.0,10.5
1635,Infant,114.99999999999999,90.0,25.0,156.0,65.5,37.6,47.0,10.5
1633,Infant,114.99999999999999,85.0,27.0,159.3,72.8,39.2,47.8,11.5
1620,Infant,112.00000000000001,88.0,26.0,144.70000000000002,69.8,29.799999999999997,40.0,9.5
1599,Infant,106.0,84.0,26.0,167.3,74.9,33.4,49.8,12.5
1600,Infant,107.0,80.0,26.0,131.4,56.699999999999996,32.4,35.0,8.5
1630,Infant,113.99999999999999,89.0,31.0,173.4,74.1,34.1,56.00000000000001,10.5
1629,Infant,113.99999999999999,86.0,28.999999999999996,166.6,70.8,28.800000000000004,56.3,11.5
1628,Infant,113.99999999999999,87.0,34.0,169.6,80.0,33.2,50.0,10.5
3931,Infant,110.00000000000001,88.0,33.0,172.10000000000002,62.4,33.8,60.0,18.5
633,Infant,94.0,72.0,26.0,104.5,39.6,21.3,33.0,10.5
1622,Infant,112.99999999999999,84.0,31.0,148.6,62.0,37.2,46.2,10.5
1631,Infant,113.99999999999999,89.0,28.999999999999996,148.10000000000002,61.199999999999996,34.4,36.5,13.5
603,Infant,94.0,69.0,23.0,97.7,40.1,21.6,33.2,12.5
3927,Infant,100.0,76.0,31.0,133.5,54.900000000000006,31.2,36.0,13.5
834,Infant,89.0,65.0,20.0,75.6,35.9,20.0,17.8,8.5
3552,Infant,105.0,78.0,21.0,113.4,57.49999999999999,21.5,32.0,9.5
1573,Infant,96.0,74.0,24.0,107.2,50.2,22.8,30.0,9.5
597,Infant,121.0,94.0,28.000000000000004,187.8,67.7,40.2,64.0,14.5
1699,Infant,127.0,100.0,33.0,297.8,143.0,68.89999999999999,72.3,14.5
1572,Infant,96.0,74.0,25.0,94.8,35.8,20.7,35.0,10.5
837,Infant,95.0,73.0,25.0,109.3,45.8,23.7,34.4,10.5
3561,Infant,113.99999999999999,84.0,26.0,154.9,70.7,30.099999999999998,47.3,10.5
938,Infant,91.0,75.0,24.0,99.4,47.099999999999994,21.099999999999998,25.900000000000002,7.5
1571,Infant,95.0,72.0,25.0,98.1,41.0,26.1,25.0,9.5
3810,Infant,105.0,80.0,25.0,113.1,48.699999999999996,23.8,35.0,9.5
3549,Infant,100.0,73.0,25.0,105.60000000000001,45.8,20.6,32.9,10.5
